8134.57 1079.59 1.74201
9503.35 10.4711 1.56358
9638.95 861.726 2.63286
9185.79 1949.24 2.29949
9453.77 1302.37 2.51758
9654.04 413.713 1.78322
9969.97 1322.04 2.52755
527.791 3836.78 1.03378
93.9173 2414.68 1.62993
362.571 2378.27 2.74704
1001.86 3076.96 1.50468
641.889 2348.78 1.63107
1792.89 2828.15 1.01017
237.399 7875.64 1.34979
1017.55 7992.43 1.6929
1889.67 6704.04 2.43886
93.5212 6427.57 1.304
499.891 6036.58 2.3429
1881.51 6190.46 2.2284
6458.24 3444.39 1.38138
7251.63 3577.05 1.68606
7656.9 2847.02 1.13055
6188.48 3727.55 2.05333
7770.25 3017.13 1.19931
2916.75 2638.19 2.51889
5525.27 3251.5 2.01344
3643.8 8687.95 1.7714
5092.29 7313.35 2.0859
4808.08 8602.59 2.40887
2609.68 6798.36 2.63613
