7486.25 3891.25 1.25826
6644.3 3147.35 2.715
7845.26 3512.17 1.52951
7936.77 3978.24 1.78307
6908.76 3701.02 2.57806
7566.02 3320.17 1.97796
7987.14 2852.31 2.73585
6510.14 2736.45 2.32713
6063.75 2268.39 2.27232
6405.54 2981.81 2.18639
6046.78 2688.31 1.65283
6356.29 2705.91 1.58006
7856.87 3236.67 1.39347
6627.36 2447.38 1.36532
6154.32 3271.29 2.10086
511.919 787.191 2.30268
1183.11 1034.87 2.24006
1012.53 1304.97 2.77403
1857.95 175.842 1.50508
846.531 1578.05 1.05625
1911.24 640.636 2.64771
512.14 748.055 1.92798
361.296 1845.55 1.29633
57.7132 1564.36 1.33525
160.194 1189.36 2.40831
1462.14 1496.04 2.56815
115.353 55.9272 1.80163
1790.85 973.217 2.9366
1625.43 174.018 2.83862
5816.03 6518.14 2.42774
4436.1 7996.76 2.76697
5381.29 6301.74 1.30188
5182.94 7040.39 1.24311
4499.95 7729.97 2.57554
5377.79 7510.2 2.37985
5305.21 7095.69 1.39317
4920.69 6947.56 2.37696
4021.6 7136.42 1.26002
4119.22 6227.41 1.61391
5176.68 6096.26 1.14767
5864.66 6002.3 2.95078
4403.02 7235.44 1.05957
482.11 7476.17 1.40107
1679.28 7818.74 1.76713
424.391 7791.58 1.24786
366.493 7026.1 2.74038
758.681 7578.77 2.00485
535.215 7530.79 2.7862
976.842 6239.26 2.03001
773.947 6275.87 1.59371
1563.77 6825.2 2.21708
444.456 6582.94 2.13848
1490.55 6020.05 1.51835
617.515 7173.37 1.33877
1655.6 6512.08 2.28938
7250.04 5987.8 2.40766
7875.97 4071.93 1.16837
8653.69 9679.22 1.66274
4990.2 2580.55 2.81323
2182.41 8277.15 2.81781
